Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score,performance_label
INT4447,2.16,2.58,,95.81,High
INT4448,5.51,2.79,57.35,52.24,Medium
INT4449,2.92,4.78,55.01,64.63,Medium
INT4450,5.01,3.83,64.9,77.12,High
INT4451,3.78,2.55,67.48,93.61,High
INT4452,4.3,1.0,68.22,45.67,Low
INT4453,6.25,2.69,57.99,51.88,Medium
INT4454,5.69,4.69,41.26,72.01,Medium
INT4455,6.69,1.0,44.94,47.5,Low
INT4456,1.03,2.29,51.48,70.34,Medium
INT4457,4.65,1.0,81.38,53.28,Medium
INT4458,1.93,2.26,35.28,62.33,Medium
INT4459,3.94,1.96,50.49,75.89,High
INT4460,4.44,3.08,83.69,75.27,High
INT4461,3.01,4.68,63.73,88.44,High
INT4462,4.16,3.09,81.44,83.38,High
INT4463,7.0,1.77,67.1,39.96,Low
INT4464,1.32,1.0,76.48,58.22,Medium
INT4465,4.72,5.0,39.62,82.34,High
INT4466,,1.0,85.03,71.15,Medium
INT4467,2.19,3.05,79.18,74.15,Medium
INT4468,2.16,4.42,54.09,90.6,High
INT4469,7.0,4.14,82.15,57.37,Medium
INT4470,5.87,1.66,84.36,45.4,Low
INT4471,6.49,4.0,68.54,72.6,Medium
INT4472,7.0,5.0,93.79,79.24,High
INT4473,2.45,1.8,,62.24,Medium
INT4474,3.42,5.0,58.76,81.72,High
INT4475,5.44,2.36,95.21,65.92,Medium
INT4476,3.76,2.1,72.04,65.3,Medium
INT4477,3.05,4.46,86.19,91.46,High
INT4478,3.01,2.89,90.7,90.78,High
INT4479,4.73,1.05,75.26,53.31,Medium
INT4480,4.16,3.45,31.14,53.98,Medium
INT4481,2.28,1.8,95.77,63.57,Medium
INT4482,3.55,3.05,30.29,64.03,Medium
INT4483,3.83,1.0,2.15,46.55,Low
INT4484,4.43,1.0,68.08,61.57,Medium
INT4485,2.49,2.09,8.65,64.48,Medium
INT4486,5.3,2.42,96.94,60.14,Medium
INT4487,1.4,1.0,7.07,57.56,Medium
INT4488,3.07,2.34,93.19,91.45,High
INT4489,5.35,1.64,62.91,40.43,Low
INT4490,3.97,2.11,98.53,65.58,Medium
INT4491,2.78,4.0,49.91,90.0,High
INT4492,5.06,5.0,50.35,63.92,Medium
INT4493,4.81,3.48,51.71,43.37,Low
INT4494,5.82,1.0,57.37,32.28,Low
INT4495,5.26,5.0,59.38,69.01,Medium
INT4496,4.51,2.36,62.39,68.61,Medium
INT4497,3.56,4.86,61.14,73.55,Medium
INT4498,1.89,2.58,98.46,86.23,High
INT4499,2.65,1.38,81.81,72.05,Medium
INT4500,3.81,1.8,84.63,67.01,Medium
INT4501,4.3,3.79,,68.13,Medium
INT4502,3.87,5.0,94.64,87.23,High
INT4503,2.33,2.0,83.39,59.32,Medium
INT4504,1.0,3.9,7.9,89.57,High
INT4505,3.91,1.93,97.82,59.98,Medium
INT4506,3.17,1.0,56.28,69.93,Medium
INT4507,5.56,5.0,54.83,73.37,Medium
INT4508,1.42,1.45,1.94,84.76,High
INT4509,4.34,,93.31,90.76,High
INT4510,6.29,2.52,79.19,59.04,Medium
INT4511,1.81,2.74,68.3,89.79,High
INT4512,3.59,3.03,54.3,81.66,High
INT4513,1.63,1.8,65.28,62.83,Medium
INT4514,4.59,1.0,,47.89,Low
INT4515,4.66,1.58,74.41,65.11,Medium
INT4516,3.93,1.0,60.81,57.45,Medium
INT4517,3.97,1.0,37.19,67.1,Medium
INT4518,6.59,2.69,97.83,60.91,Medium
INT4519,2.34,3.83,91.99,100.0,High
INT4520,,3.53,0.0,80.97,High
INT4521,6.59,3.94,62.14,68.94,Medium
INT4522,4.16,4.57,67.74,84.18,High
INT4523,6.58,4.0,90.6,77.9,High
INT4524,4.43,2.63,96.15,58.41,Medium
INT4525,5.73,2.78,97.35,68.59,Medium
INT4526,3.54,,84.16,64.76,Medium
INT4527,5.86,2.4,60.57,53.01,Medium
INT4528,6.12,2.24,51.99,43.94,Low
INT4529,3.98,3.31,26.44,70.0,Medium
INT4530,1.98,4.41,76.11,80.03,High
INT4531,2.17,1.09,73.1,78.94,High
INT4532,2.38,5.0,1.92,98.01,High
INT4533,2.74,1.0,73.25,53.71,Medium
INT4534,3.19,2.75,,75.01,High
INT4535,4.57,2.1,51.21,65.63,Medium
INT4536,4.95,1.4,,51.04,Medium
INT4537,3.81,4.25,47.06,69.24,Medium
INT4538,5.13,1.8,81.53,56.77,Medium
INT4539,1.18,5.0,58.58,88.22,High
INT4540,1.53,1.0,88.23,79.96,High
INT4541,2.52,2.12,68.22,69.41,Medium
INT4542,4.29,2.39,66.63,74.49,Medium
INT4543,2.66,1.0,54.9,62.21,Medium
INT4544,2.23,2.94,55.98,63.76,Medium
INT4545,3.77,4.27,41.35,64.88,Medium
INT4546,6.07,2.21,89.77,61.58,Medium
INT4547,1.0,4.7,5.13,83.54,High
INT4548,4.43,2.4,83.27,71.88,Medium
INT4549,4.77,3.07,96.72,66.99,Medium
INT4550,6.21,2.62,51.03,52.77,Medium
INT4551,6.77,2.03,28.03,34.83,Low
INT4552,1.54,3.11,3.31,75.97,High
INT4553,1.87,3.04,82.32,95.29,High
INT4554,,3.4,64.65,65.14,Medium
INT4555,3.71,1.83,74.72,56.88,Medium
INT4556,4.09,1.63,52.1,51.44,Medium
INT4557,4.63,1.0,59.62,56.18,Medium
INT4558,5.56,1.13,71.22,61.02,Medium
INT4559,6.42,3.44,91.7,68.44,Medium
INT4560,6.64,1.0,73.98,37.66,Low
INT4561,4.83,1.89,79.32,73.56,Medium
INT4562,2.51,2.85,93.69,63.47,Medium
INT4563,6.67,3.67,32.27,54.59,Medium
INT4564,,5.0,8.61,99.49,High
INT4565,,4.4,1.08,78.73,High
INT4566,6.8,1.0,33.14,35.5,Low
INT4567,2.55,2.94,38.38,89.87,High
INT4568,2.66,5.0,,100.0,High
INT4569,1.65,3.09,99.16,100.0,High
INT4570,6.63,2.45,61.16,49.91,Low
INT4571,3.58,1.0,53.32,52.52,Medium
INT4572,5.27,2.77,27.59,71.66,Medium
INT4573,2.59,2.93,69.89,78.06,High
INT4574,5.24,2.41,51.07,76.5,High
INT4575,5.45,1.37,59.83,56.49,Medium
INT4576,,1.34,94.98,76.83,High
INT4577,3.05,5.0,66.52,87.96,High
INT4578,2.34,4.69,92.5,79.76,High
INT4579,7.0,1.36,54.67,29.86,Low
INT4580,4.93,1.0,26.85,45.64,Low
INT4581,6.66,2.73,75.2,57.87,Medium
INT4582,2.36,1.0,52.98,44.22,Low
INT4583,5.33,3.65,69.62,56.98,Medium
INT4584,5.61,2.48,94.84,64.95,Medium
INT4585,5.64,3.92,62.07,65.23,Medium
INT4586,7.0,1.42,85.3,47.01,Low
INT4587,3.2,3.93,65.12,85.7,High
INT4588,1.82,1.0,52.25,56.71,Medium
INT4589,5.08,3.16,,63.78,Medium
INT4590,5.57,,91.74,46.21,Low
INT4591,4.64,4.74,,69.6,Medium
INT4592,2.53,5.0,58.88,98.97,High
INT4593,3.55,4.08,95.0,88.03,High
INT4594,3.31,4.02,89.48,81.72,High
INT4595,3.13,3.74,59.69,64.83,Medium
INT4596,4.85,5.0,53.09,84.58,High
INT4597,5.89,3.74,8.56,81.38,High
INT4598,2.38,5.0,87.3,100.0,High
INT4599,2.99,4.19,74.73,65.06,Medium
INT4600,2.34,2.96,17.55,92.25,High
INT4601,2.27,1.8,78.5,66.43,Medium
INT4602,5.29,2.81,74.61,47.38,Low
INT4603,6.38,2.16,75.9,35.14,Low
INT4604,3.05,2.89,93.95,69.81,Medium
INT4605,5.83,2.07,94.74,72.94,Medium
INT4606,5.99,4.21,72.68,66.94,Medium
INT4607,6.26,3.92,72.79,67.64,Medium
INT4608,2.01,3.32,75.76,84.23,High
INT4609,6.83,2.86,75.98,58.96,Medium
INT4610,2.97,3.63,97.52,87.19,High
INT4611,3.15,4.16,82.47,71.86,Medium
INT4612,1.54,4.17,63.87,89.11,High
INT4613,3.49,1.71,76.58,77.35,High
INT4614,1.97,3.59,60.44,88.44,High
INT4615,2.85,2.14,1.78,82.12,High
INT4616,2.46,4.0,79.26,88.6,High
INT4617,5.95,1.0,22.72,43.2,Low
INT4618,6.34,3.32,51.68,43.78,Low
INT4619,2.32,3.11,,85.23,High
INT4620,5.99,1.97,71.38,59.9,Medium
INT4621,6.61,2.56,53.09,64.1,Medium
INT4622,5.65,1.0,90.75,57.93,Medium
INT4623,2.31,,67.2,72.62,Medium
INT4624,5.32,3.55,95.68,87.46,High
INT4625,6.2,2.66,57.72,47.5,Low
INT4626,4.68,1.06,8.71,52.04,Medium
INT4627,3.21,2.13,42.22,64.27,Medium
INT4628,4.05,1.0,59.46,54.44,Medium
INT4629,4.5,2.62,96.87,75.09,High
INT4630,4.17,1.0,50.52,41.52,Low
INT4631,2.03,5.0,70.63,88.16,High
INT4632,3.12,2.12,96.34,92.63,High
INT4633,5.56,2.56,69.22,49.24,Low
INT4634,5.93,1.78,54.66,62.54,Medium
INT4635,2.29,3.21,38.0,81.37,High
INT4636,7.0,1.54,74.9,44.74,Low
INT4637,2.79,1.09,59.26,56.39,Medium
INT4638,5.29,4.24,73.33,59.77,Medium
INT4639,5.17,3.6,91.82,68.6,Medium
INT4640,,4.35,93.63,71.31,Medium
INT4641,6.35,2.93,,53.39,Medium
INT4642,,3.07,58.05,82.32,High
INT4643,6.5,4.83,63.76,64.02,Medium
INT4644,1.87,2.47,79.74,87.56,High
INT4645,4.99,3.95,68.05,75.2,High
INT4646,5.8,1.0,92.2,55.97,Medium
INT4647,5.37,5.0,85.83,83.53,High
INT4648,2.11,5.0,,71.25,Medium
INT4649,6.38,2.29,81.23,74.84,Medium
INT4650,2.23,3.99,55.65,69.53,Medium
INT4651,1.54,1.67,62.75,62.71,Medium
INT4652,5.52,2.17,58.89,60.07,Medium
INT4653,3.52,1.48,58.65,54.89,Medium
INT4654,5.91,2.79,28.77,63.28,Medium
INT4655,,2.7,9.61,71.51,Medium
INT4656,2.41,4.14,27.33,89.34,High
INT4657,5.8,5.0,99.51,69.54,Medium
INT4658,3.81,3.54,71.09,75.69,High
INT4659,2.5,1.0,54.85,62.53,Medium
INT4660,5.2,4.74,32.82,75.4,High
INT4661,3.9,5.0,79.19,83.57,High
INT4662,4.48,3.96,98.95,78.54,High
INT4663,3.69,3.12,78.6,61.6,Medium
INT4664,5.85,2.94,97.45,63.42,Medium
INT4665,6.05,1.0,72.21,38.76,Low
INT4666,4.84,2.15,33.26,60.63,Medium
INT4667,2.1,1.0,42.74,63.7,Medium
INT4668,6.47,3.01,84.87,64.7,Medium
INT4669,5.46,2.59,45.17,67.24,Medium
INT4670,5.56,2.36,66.44,66.79,Medium
INT4671,3.34,4.59,51.46,60.89,Medium
INT4672,6.0,5.0,71.99,65.79,Medium
INT4673,4.9,2.23,75.55,45.56,Low
INT4674,1.28,5.0,80.35,87.42,High
INT4675,3.27,2.48,63.8,56.57,Medium
INT4676,6.32,1.0,71.37,36.37,Low
INT4677,1.77,1.0,0.0,68.15,Medium
INT4678,6.71,3.86,84.35,65.68,Medium
INT4679,5.09,4.22,88.68,61.2,Medium
INT4680,4.99,5.0,47.09,81.33,High
INT4681,2.3,1.1,67.08,68.18,Medium
INT4682,2.92,2.69,99.97,59.28,Medium
INT4683,6.68,4.67,92.43,68.23,Medium
INT4684,2.57,1.0,2.21,50.85,Medium
INT4685,6.09,4.96,59.76,69.07,Medium
INT4686,3.49,1.47,33.18,52.35,Medium
INT4687,1.82,2.18,72.62,67.36,Medium
INT4688,1.14,2.05,8.0,95.31,High
INT4689,4.52,2.82,88.92,87.1,High
INT4690,6.5,3.29,62.03,48.77,Low
INT4691,3.57,5.0,63.6,77.65,High
INT4692,3.6,2.56,79.67,59.04,Medium
INT4693,3.13,4.0,64.16,79.35,High
INT4694,4.3,3.43,55.45,70.34,Medium
INT4695,4.0,1.0,84.21,63.2,Medium
INT4696,6.15,2.01,57.15,39.78,Low
INT4697,4.52,1.8,54.42,51.4,Medium
INT4698,4.23,2.33,82.4,66.11,Medium
INT4699,1.75,1.0,90.51,74.15,Medium
INT4700,7.0,2.58,56.98,58.03,Medium
INT4701,2.52,5.0,26.31,94.12,High
INT4702,1.05,1.85,99.96,67.42,Medium
INT4703,5.28,3.96,92.55,71.8,Medium
INT4704,4.63,4.09,87.59,74.61,Medium
INT4705,3.79,5.0,83.11,84.71,High
INT4706,3.18,2.82,71.09,70.68,Medium
INT4707,5.75,2.97,86.53,62.0,Medium
INT4708,2.44,1.89,86.21,74.66,Medium
INT4709,6.41,1.88,57.83,50.56,Medium
INT4710,5.27,1.02,89.81,46.27,Low
INT4711,3.87,3.43,72.44,67.85,Medium
INT4712,3.5,1.0,56.06,47.58,Low
INT4713,2.88,2.2,8.4,81.11,High
INT4714,5.18,,36.17,47.5,Low
INT4715,3.78,4.73,69.22,61.8,Medium
INT4716,2.54,1.0,50.87,48.61,Low
INT4717,4.94,5.0,69.14,79.82,High
INT4718,6.58,4.0,90.44,75.02,High
INT4719,3.25,1.0,49.68,56.51,Medium
INT4720,6.27,3.17,17.64,41.61,Low
INT4721,3.14,3.25,43.89,76.44,High
INT4722,1.71,1.18,64.57,58.17,Medium
INT4723,,2.22,73.88,71.44,Medium
INT4724,3.56,1.8,70.23,57.91,Medium
INT4725,1.99,2.66,61.16,100.0,High
INT4726,1.0,3.41,5.81,91.62,High
INT4727,6.12,4.92,84.18,57.12,Medium
INT4728,5.97,3.88,92.55,63.15,Medium
INT4729,5.54,2.72,97.96,86.36,High
INT4730,1.79,4.53,58.88,85.78,High
INT4731,2.07,5.0,42.4,100.0,High
INT4732,1.89,2.3,52.18,55.82,Medium
INT4733,4.96,1.8,,47.22,Low
INT4734,6.09,5.0,56.27,60.54,Medium
INT4735,,3.97,91.89,77.08,High
INT4736,1.4,1.8,55.69,53.1,Medium
INT4737,3.92,1.05,52.08,44.92,Low
INT4738,2.98,4.35,54.8,84.2,High
INT4739,3.67,3.48,98.58,93.91,High
INT4740,4.89,2.23,82.75,60.41,Medium
INT4741,,4.36,64.39,72.01,Medium
INT4742,1.17,4.97,62.04,83.24,High
INT4743,1.0,3.22,7.73,86.4,High
INT4744,6.79,2.51,87.83,53.97,Medium
INT4745,2.38,1.0,48.26,63.55,Medium
INT4746,1.66,2.53,80.49,80.12,High
INT4747,1.95,4.43,52.04,67.99,Medium
INT4748,1.11,2.2,3.33,85.66,High
INT4749,3.18,2.22,43.88,61.16,Medium
INT4750,5.32,3.97,98.19,84.62,High
INT4751,3.51,2.78,79.36,63.64,Medium
INT4752,3.31,1.0,44.54,55.67,Medium
INT4753,4.84,4.71,69.08,57.25,Medium
INT4754,3.68,2.15,58.79,66.7,Medium
INT4755,6.16,2.56,48.93,57.72,Medium
INT4756,6.63,3.09,85.39,72.09,Medium
INT4757,1.0,4.67,8.31,81.13,High
INT4758,5.61,4.24,57.92,62.17,Medium
INT4759,3.28,3.69,53.85,70.18,Medium
INT4760,7.0,1.9,95.6,43.14,Low
INT4761,4.04,2.28,61.65,64.38,Medium
INT4762,7.0,5.0,67.21,67.57,Medium
INT4763,5.5,1.87,64.03,33.29,Low
INT4764,2.9,2.42,70.68,65.15,Medium
INT4765,4.14,4.0,85.7,82.52,High
INT4766,6.96,1.41,71.08,50.6,Medium
INT4767,6.35,3.63,59.13,45.6,Low
INT4768,1.6,5.0,49.65,100.0,High
INT4769,4.93,3.4,,45.25,Low
INT4770,2.89,1.06,99.03,64.32,Medium
INT4771,1.0,4.24,2.75,89.14,High
INT4772,3.35,5.0,50.36,74.88,Medium
INT4773,2.52,1.0,75.78,73.66,Medium
INT4774,5.53,1.06,57.54,52.14,Medium
INT4775,3.15,5.0,22.79,75.28,High
INT4776,6.36,,84.91,75.06,High
INT4777,1.0,1.86,5.46,74.43,Medium
INT4778,2.57,2.67,73.03,55.57,Medium
INT4779,2.84,3.72,83.84,74.3,Medium
INT4780,2.59,4.24,76.91,94.25,High
INT4781,1.02,5.0,81.49,97.07,High
INT4782,2.03,5.0,79.84,100.0,High
INT4783,4.5,4.0,83.29,81.96,High
INT4784,2.82,1.32,32.08,67.53,Medium
INT4785,3.62,4.38,63.44,64.5,Medium
INT4786,3.33,3.9,72.0,81.55,High
INT4787,6.56,3.76,72.31,61.19,Medium
INT4788,6.25,2.95,88.72,58.32,Medium
INT4789,4.17,1.0,68.37,52.05,Medium
INT4790,3.47,2.7,58.13,79.91,High
INT4791,,1.82,62.57,73.67,Medium
INT4792,7.0,2.25,40.51,44.43,Low
INT4793,1.11,4.32,86.58,91.26,High
INT4794,2.57,1.7,73.52,75.48,High
INT4795,3.22,1.64,62.47,65.94,Medium
INT4796,2.45,4.0,70.81,80.17,High
INT4797,1.71,2.96,94.49,72.65,Medium
INT4798,5.68,1.0,78.34,53.75,Medium
INT4799,1.63,3.43,46.27,81.81,High
INT4800,4.94,2.92,93.19,74.37,Medium
INT4801,1.43,3.86,53.95,94.21,High
INT4802,1.0,,96.73,100.0,High
INT4803,6.33,3.76,91.58,76.52,High
INT4804,2.16,2.36,99.59,71.01,Medium
INT4805,5.99,2.88,81.15,47.47,Low
INT4806,4.37,,88.96,77.51,High
INT4807,1.52,1.16,,70.93,Medium
INT4808,6.48,3.31,62.96,63.38,Medium
INT4809,2.74,5.0,67.74,83.87,High
INT4810,5.75,3.88,94.7,77.33,High
INT4811,1.71,3.62,52.8,60.51,Medium
INT4812,6.36,4.54,79.57,56.45,Medium
INT4813,1.0,2.8,2.14,78.13,High
INT4814,4.06,1.0,69.33,59.99,Medium
INT4815,5.45,4.16,94.23,71.1,Medium
INT4816,6.62,2.57,92.69,56.34,Medium
INT4817,6.31,,51.67,57.87,Medium
INT4818,6.41,4.05,63.65,48.89,Low
INT4819,6.19,2.67,73.77,39.91,Low
INT4820,2.33,3.89,70.41,73.69,Medium
INT4821,3.1,3.14,40.23,62.39,Medium
INT4822,2.87,2.61,55.14,45.46,Low
INT4823,3.33,3.03,77.16,64.53,Medium
INT4824,3.43,1.91,65.09,56.74,Medium
INT4825,4.27,3.37,83.04,60.73,Medium
INT4826,2.27,2.33,38.48,65.23,Medium
INT4827,4.7,4.63,6.74,65.02,Medium
INT4828,2.4,4.57,52.62,79.79,High
INT4829,,3.32,99.63,89.7,High
INT4830,4.37,4.0,75.38,84.07,High
INT4831,5.29,4.41,21.32,51.32,Medium
INT4832,,3.88,77.06,61.9,Medium
INT4833,4.49,4.04,93.52,84.93,High
INT4834,2.15,3.51,51.93,79.72,High
INT4835,4.2,2.81,59.71,73.48,Medium
INT4836,1.7,1.0,56.97,70.56,Medium
INT4837,3.39,2.47,4.24,69.73,Medium
INT4838,3.14,3.04,88.31,88.85,High
INT4839,1.25,3.3,4.76,70.98,Medium
INT4840,2.42,2.15,94.64,77.44,High
INT4841,6.79,1.0,63.85,42.08,Low
INT4842,6.96,3.24,62.11,42.53,Low
INT4843,2.69,1.8,7.89,68.88,Medium
INT4844,1.28,2.32,3.18,83.23,High
INT4845,2.19,2.19,13.87,80.65,High
INT4846,3.15,3.95,67.66,83.11,High
INT4847,7.0,1.46,92.89,55.14,Medium
INT4848,1.87,5.0,51.37,94.02,High
INT4849,5.26,3.18,50.16,53.5,Medium
INT4850,1.26,4.2,4.07,74.47,Medium
INT4851,6.93,3.34,95.7,69.68,Medium
INT4852,3.17,3.72,95.07,86.72,High
INT4853,5.34,2.0,75.94,68.87,Medium
INT4854,2.59,3.38,77.66,61.36,Medium
INT4855,4.84,3.67,39.2,56.19,Medium
INT4856,2.25,4.0,62.19,86.02,High
INT4857,1.52,1.02,90.76,84.7,High
INT4858,6.73,3.53,,56.33,Medium
INT4859,6.96,3.15,74.37,58.75,Medium
INT4860,6.8,5.0,47.28,71.72,Medium
INT4861,5.14,1.0,55.18,53.64,Medium
INT4862,6.16,3.1,75.98,65.89,Medium
INT4863,1.12,1.0,78.88,65.12,Medium
INT4864,2.67,3.56,87.12,82.2,High
INT4865,2.82,,61.74,78.97,High
INT4866,4.93,1.0,34.11,38.01,Low
INT4867,3.49,4.5,78.48,77.87,High
INT4868,1.62,3.46,99.16,79.21,High
INT4869,4.56,3.1,60.87,42.59,Low
INT4870,6.04,2.48,99.3,63.53,Medium
INT4871,3.24,1.0,51.38,60.91,Medium
INT4872,1.74,1.66,91.3,76.75,High
INT4873,1.91,2.34,23.46,69.72,Medium
INT4874,2.91,3.75,65.02,85.65,High
INT4875,2.78,4.9,52.89,81.49,High
INT4876,,3.23,48.17,64.48,Medium
INT4877,4.33,1.8,67.75,48.14,Low
INT4878,5.19,,55.26,68.95,Medium
INT4879,2.94,4.54,55.21,77.7,High
INT4880,5.64,1.0,0.0,28.99,Low
INT4881,2.0,5.0,,96.13,High
INT4882,3.31,1.8,59.86,56.77,Medium
INT4883,5.88,3.12,56.48,59.26,Medium
INT4884,1.97,2.67,34.8,75.65,High
INT4885,2.06,3.48,60.67,80.95,High
INT4886,5.84,3.56,55.33,68.4,Medium
INT4887,,3.55,61.49,70.12,Medium
INT4888,5.49,1.8,50.42,38.64,Low
INT4889,1.0,5.0,0.0,100.0,High
INT4890,,5.0,79.61,76.62,High
INT4891,2.58,3.54,85.99,84.54,High
INT4892,1.65,2.67,46.06,80.16,High
INT4893,4.96,1.8,57.22,46.67,Low
INT4894,2.28,3.16,79.75,89.44,High
INT4895,3.49,2.9,28.86,50.14,Medium
INT4896,1.49,2.07,70.06,56.38,Medium
INT4897,2.28,2.95,78.45,80.62,High
INT4898,2.35,1.0,77.94,60.14,Medium
INT4899,1.85,1.0,55.95,56.44,Medium
INT4900,6.13,1.0,25.45,43.94,Low
INT4901,1.0,3.15,9.67,77.04,High
INT4902,3.59,1.0,66.29,59.49,Medium
INT4903,1.94,2.91,54.09,57.23,Medium
INT4904,3.03,2.62,56.37,60.05,Medium
INT4905,6.61,2.86,0.0,74.14,Medium
INT4906,2.17,,88.46,91.07,High
INT4907,6.93,2.61,99.81,62.2,Medium
INT4908,2.51,2.83,62.7,69.58,Medium
INT4909,5.19,1.0,74.39,40.94,Low
INT4910,,1.0,61.82,40.95,Low
INT4911,5.96,1.83,,49.33,Low
INT4912,4.25,2.98,55.77,61.62,Medium
INT4913,4.41,5.0,56.36,71.74,Medium
INT4914,2.36,3.22,53.59,76.21,High
INT4915,2.21,3.37,58.24,77.3,High
INT4916,6.31,1.27,74.7,37.55,Low
INT4917,3.13,3.92,43.38,88.99,High
INT4918,3.1,1.46,93.97,72.16,Medium
INT4919,6.0,3.74,87.02,72.6,Medium
INT4920,2.87,2.85,73.09,77.15,High
INT4921,6.81,1.95,99.22,68.55,Medium
INT4922,5.68,5.0,72.81,76.27,High
INT4923,4.99,5.0,,77.41,High
INT4924,6.23,3.94,99.63,61.09,Medium
INT4925,,2.05,1.6,72.88,Medium
INT4926,2.47,3.66,77.49,69.16,Medium
INT4927,3.61,,65.45,80.45,High
INT4928,2.51,1.0,75.18,73.99,Medium
INT4929,,1.0,77.94,47.49,Low
INT4930,6.15,2.53,31.86,50.01,Medium
INT4931,3.6,1.0,77.84,58.04,Medium
INT4932,3.45,2.01,87.8,79.85,High
INT4933,6.37,2.25,63.33,51.58,Medium
INT4934,3.66,3.95,69.17,62.97,Medium
INT4935,4.3,1.8,63.41,49.59,Low
INT4936,3.51,4.0,91.03,92.46,High
INT4937,6.47,5.0,51.07,74.16,Medium
INT4938,3.93,5.0,93.56,88.27,High
INT4939,5.18,2.27,58.5,47.3,Low
INT4940,5.96,4.84,53.68,63.9,Medium
INT4941,2.67,1.94,55.97,68.12,Medium
INT4942,3.25,1.8,58.05,51.73,Medium
INT4943,6.36,3.1,76.65,46.18,Low
INT4944,3.43,1.0,78.53,74.37,Medium
INT4945,6.1,1.0,67.86,43.64,Low
INT4946,6.26,2.99,97.93,78.24,High
INT4947,4.44,2.8,51.91,37.95,Low
INT4948,5.78,2.56,66.75,63.59,Medium
INT4949,6.05,1.81,59.06,54.0,Medium
INT4950,6.38,3.8,,56.52,Medium
INT4951,,3.09,52.81,62.75,Medium
INT4952,1.67,1.8,97.41,71.75,Medium
INT4953,3.43,3.14,60.04,77.09,High
INT4954,4.85,1.33,65.14,55.01,Medium
INT4955,3.77,3.17,51.15,75.0,High
INT4956,5.63,4.66,0.0,66.77,Medium
INT4957,2.98,3.56,83.38,86.08,High
INT4958,5.08,5.0,98.74,81.9,High
INT4959,,1.43,80.32,80.34,High
INT4960,5.78,1.55,86.07,61.63,Medium
INT4961,3.8,4.61,54.4,56.87,Medium
INT4962,2.22,3.07,81.39,88.67,High
INT4963,3.11,2.51,72.69,89.86,High
INT4964,5.08,1.0,94.29,54.68,Medium
INT4965,3.92,1.54,69.41,66.72,Medium
INT4966,1.96,2.1,52.04,94.22,High
INT4967,7.0,1.73,61.41,48.91,Low
INT4968,5.62,1.0,62.97,53.21,Medium
INT4969,7.0,2.45,40.13,51.04,Medium
INT4970,3.93,3.21,65.2,74.49,Medium
INT4971,4.09,5.0,29.07,89.07,High
INT4972,6.07,2.77,52.48,47.95,Low
INT4973,3.95,3.43,91.84,59.27,Medium
INT4974,5.24,2.45,9.27,40.87,Low
INT4975,2.6,,94.37,64.06,Medium
INT4976,3.96,,56.27,68.64,Medium
INT4977,1.47,1.18,23.1,77.78,High
INT4978,1.87,3.42,,65.01,Medium
INT4979,1.0,3.58,7.87,88.92,High
INT4980,1.0,2.96,9.84,95.6,High
INT4981,7.0,1.84,78.73,42.04,Low
INT4982,2.53,2.18,64.35,63.08,Medium
INT4983,5.22,3.96,55.02,86.8,High
INT4984,5.59,4.1,75.12,49.18,Low
INT4985,4.76,5.0,66.74,72.92,Medium
INT4986,1.42,4.41,91.33,78.82,High
INT4987,5.2,3.97,64.36,72.45,Medium
INT4988,4.78,3.88,69.68,74.5,Medium
INT4989,4.94,3.47,61.49,71.2,Medium
INT4990,5.2,5.0,96.01,79.53,High
INT4991,6.43,4.56,76.84,68.36,Medium
INT4992,4.52,4.92,20.94,66.9,Medium
INT4993,3.45,1.0,95.79,66.13,Medium
INT4994,4.95,1.59,59.47,52.72,Medium
INT4995,1.51,,52.42,81.5,High
INT4996,6.23,2.6,43.49,58.36,Medium
INT4997,1.24,1.0,86.35,69.04,Medium
INT4998,2.49,1.8,96.16,61.29,Medium
INT4999,6.28,4.53,81.86,72.08,Medium
INT5000,,1.8,97.59,65.42,Medium
INT5001,3.86,2.8,54.62,65.68,Medium
INT5002,3.5,5.0,53.04,67.0,Medium
INT5003,6.3,1.25,53.35,62.04,Medium
INT5004,3.49,1.13,98.31,58.49,Medium
INT5005,,1.54,75.14,45.95,Low
INT5006,1.76,1.0,52.58,60.82,Medium
INT5007,5.51,1.03,61.06,48.69,Low
INT5008,5.89,2.26,62.24,60.25,Medium
INT5009,1.79,4.62,66.89,73.99,Medium
INT5010,3.9,2.61,52.18,50.46,Medium
INT5011,1.75,1.07,95.24,67.22,Medium
INT5012,5.02,1.0,75.78,45.41,Low
INT5013,4.71,5.0,83.55,92.69,High
INT5014,4.64,2.67,53.36,54.99,Medium
INT5015,2.1,2.47,52.71,81.28,High
INT5016,2.76,5.0,79.32,94.07,High
INT5017,1.12,2.85,0.2,84.75,High
INT5018,2.8,3.63,76.42,78.01,High
INT5019,4.69,1.57,93.89,59.7,Medium
INT5020,5.96,3.55,60.75,70.63,Medium
INT5021,4.73,1.0,53.79,47.73,Low
INT5022,3.53,3.33,,79.85,High
INT5023,6.92,1.0,82.89,35.72,Low
INT5024,4.86,2.09,72.18,70.71,Medium
INT5025,6.45,1.0,64.53,34.03,Low
INT5026,4.02,3.52,70.93,85.36,High
INT5027,2.29,3.82,45.13,61.62,Medium
INT5028,1.47,2.62,95.53,91.24,High
INT5029,5.15,2.75,55.17,58.67,Medium
INT5030,1.84,2.27,,75.08,High
